CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
228,Male,29,141,51
229,Male,45,119,24
230,Male,33,43,31
231,Male,60,27,50
232,Male,37,113,61
233,Male,32,25,73
234,Male,65,58,30
235,Male,46,117,35
236,Male,60,35,85
237,Male,27,37,26
238,Male,40,56,95
239,Male,57,96,33
240,Male,56,133,98
241,Male,25,86,62
242,Male,27,58,80
243,Male,32,125,34
244,Male,30,73,61
245,Male,43,53,21
246,Male,41,111,37
247,Male,28,106,97
248,Male,62,75,58
249,Male,52,96,52
250,Male,53,82,41
251,Male,50,42,10
252,Male,40,86,37
253,Male,27,36,92
254,Male,67,143,65
255,Male,68,44,24
256,Male,49,121,21
257,Male,46,117,96
258,Male,46,139,14
259,Male,56,119,15
260,Male,64,132,59
261,Male,54,142,37
262,Male,54,92,57
263,Male,50,96,97
264,Male,67,142,58
265,Male,27,86,21
266,Male,48,90,28
267,Male,55,74,90
268,Male,29,104,84
269,Male,57,58,49
270,Male,42,145,77
271,Male,44,95,76
272,Male,27,29,30
273,Male,53,27,30
274,Male,47,118,54
275,Male,31,75,29
276,Male,67,116,90
277,Male,57,40,96
278,Male,27,38,82
279,Male,64,31,61
280,Male,35,108,69
281,Male,46,85,11
282,Male,67,37,24
283,Male,34,85,92
284,Male,60,55,81
285,Male,69,59,15
286,Male,56,61,77
287,Male,70,98,72
288,Male,69,53,47
289,Male,61,46,27
290,Male,45,68,63
291,Male,28,138,99
292,Male,54,97,13
293,Male,57,142,90
294,Male,68,137,65
295,Male,52,78,42
296,Male,34,64,58
297,Male,67,113,58
298,Male,25,50,78
299,Male,47,125,48
300,Male,65,118,60
301,Male,33,107,64
302,Male,58,120,12
303,Male,52,49,98
304,Male,60,28,57
305,Male,56,51,44
306,Male,28,101,43
307,Male,62,96,17
308,Male,54,96,54
309,Male,35,88,82
310,Male,61,99,79
311,Male,37,64,90
312,Male,39,112,83
313,Male,53,50,55
314,Male,47,112,25
315,Male,55,99,89
316,Male,26,128,38
317,Male,53,103,34
318,Male,49,49,79
319,Male,46,59,71
320,Male,59,140,37
321,Male,68,104,95
322,Male,43,128,27
323,Male,60,141,88
324,Male,51,40,82
325,Male,64,31,20
326,Male,32,78,16
327,Male,29,108,35
328,Male,36,66,100
329,Male,54,37,93
330,Male,38,138,15
331,Male,34,44,98
332,Male,27,68,44
333,Male,38,137,64
334,Male,39,54,95
335,Male,32,114,20
336,Male,44,56,78
337,Male,48,103,17
338,Male,37,141,15
339,Male,25,79,38
340,Male,42,103,72
341,Male,26,57,43
342,Male,30,141,79
343,Male,41,89,91
344,Male,59,137,36
345,Male,55,57,68
346,Male,50,46,74
347,Male,51,40,47
348,Male,53,38,15
349,Male,64,109,27
350,Male,37,92,89
351,Male,66,133,22
352,Male,26,119,29
353,Male,54,101,77
354,Male,64,29,86
355,Male,34,131,71
356,Male,43,117,56
357,Male,43,140,39
358,Male,56,129,72
359,Male,27,84,15
360,Male,59,124,77
361,Male,61,122,16
362,Male,35,32,48
363,Male,37,113,72
364,Male,34,36,26
365,Male,45,80,90
366,Male,29,113,87
367,Male,37,114,90
368,Male,25,58,65
369,Male,35,140,36
370,Male,29,144,88
371,Male,38,96,74
372,Male,39,101,61
373,Male,41,95,97
374,Male,26,132,23
375,Male,25,104,39
376,Male,44,141,91
377,Male,69,44,42
378,Male,69,74,56
379,Male,61,141,19
380,Male,29,69,76
381,Male,59,89,71
382,Male,48,64,54
383,Male,49,32,39
384,Male,43,116,99
385,Male,66,131,39
386,Male,55,114,81
387,Male,50,108,91
388,Male,57,51,68
389,Male,26,70,25
390,Male,60,54,19
391,Male,60,98,36
392,Male,60,27,72
393,Male,57,44,20
394,Male,64,43,34
395,Male,59,77,78
396,Male,35,46,58
397,Male,57,98,30
398,Male,38,144,64
399,Male,56,89,40
400,Male,35,78,41
401,Male,52,46,16
402,Male,58,48,59
403,Male,45,82,14
404,Male,38,39,16
405,Male,35,51,75
406,Male,25,93,93
407,Male,50,40,29
408,Male,44,78,10
409,Male,48,40,86
410,Male,56,143,32
411,Male,68,36,92
412,Male,43,119,85
413,Male,40,107,52
414,Male,51,25,38
415,Male,26,56,68
416,Male,48,62,75
417,Male,65,52,27
418,Male,35,144,98
419,Male,31,99,92
420,Male,27,34,80
421,Male,68,26,39
422,Male,62,122,99
423,Male,34,62,54
424,Male,52,53,45
425,Male,53,64,94
426,Male,29,107,47
427,Male,36,79,78
428,Male,48,118,96
429,Male,38,119,100
430,Male,70,50,24
431,Male,52,124,93
432,Male,67,54,71
433,Male,66,77,91
434,Male,34,48,77
435,Male,47,112,78
436,Male,63,57,48
437,Male,40,30,79
438,Male,44,139,24
439,Male,41,119,68
440,Male,36,126,53
441,Male,47,136,66
442,Male,68,73,32
443,Male,51,49,89
444,Male,62,25,87
445,Male,62,76,93
446,Male,47,113,15
447,Male,43,47,83
448,Male,65,74,52
449,Male,55,122,35
450,Male,61,31,82
451,Male,49,33,84
452,Male,27,85,65
453,Male,33,87,76
454,Male,33,67,41
455,Male,65,25,62
456,Male,48,132,31
457,Male,55,136,85
458,Male,42,92,59
459,Male,51,94,38
460,Male,70,64,94
461,Male,46,121,84
462,Male,46,43,54
463,Male,33,80,58
464,Male,67,32,59
465,Male,51,33,88
466,Male,42,76,98
467,Male,26,62,15
468,Male,40,126,65
469,Male,25,122,32
470,Male,54,107,66
471,Male,44,105,44
472,Male,52,132,48
473,Male,53,103,10
474,Male,30,90,67
475,Male,64,60,40
476,Male,69,54,12
477,Male,26,64,85
478,Male,36,58,99
479,Male,35,103,10
480,Male,48,127,20
481,Male,36,31,15
482,Male,59,87,73
483,Male,45,58,67
484,Male,25,136,30
485,Male,51,42,69
486,Male,31,79,44
487,Male,60,45,56
488,Male,51,82,15
489,Male,37,56,98
490,Male,39,64,81
491,Male,69,59,94
492,Male,38,96,62
493,Male,25,142,31
494,Male,34,103,99
495,Male,59,83,17
496,Male,31,134,85
497,Male,40,84,91
498,Male,37,65,63
499,Male,25,26,15
500,Male,67,28,33
501,Male,31,102,40
502,Male,62,70,59
503,Male,45,78,25
504,Male,54,47,96
505,Male,67,76,76
506,Male,37,71,45
507,Male,47,140,56
508,Male,32,34,69
509,Male,46,77,38
510,Male,30,26,12
511,Male,56,74,38
512,Male,49,65,48
513,Male,58,108,31
514,Male,28,84,63
515,Male,34,46,99
516,Male,59,103,39
517,Male,57,122,96
518,Male,51,36,40
519,Male,58,53,23
520,Male,37,65,79
521,Male,47,96,87
522,Male,47,45,73
523,Male,46,144,38
524,Male,58,64,58
525,Male,38,125,35
526,Male,39,80,32
527,Male,50,145,35
528,Male,38,74,83
529,Male,54,26,39
530,Male,50,139,10
531,Male,27,89,56
532,Male,46,69,88
533,Male,66,42,26
534,Male,31,90,85
535,Male,65,106,78
536,Male,45,108,86
537,Male,67,97,69
538,Male,51,65,67
539,Male,36,78,69
540,Male,56,49,15
541,Male,45,29,40
542,Male,54,30,36
543,Male,44,120,98
544,Male,44,101,70
545,Male,48,143,98
546,Male,40,133,71
547,Male,59,104,82
548,Male,45,26,82
549,Male,38,81,17
550,Male,40,93,36
551,Male,46,120,25
552,Male,34,44,20
553,Male,34,113,59
554,Male,35,127,70
555,Male,52,39,26
556,Male,64,91,25
557,Male,43,68,33
558,Male,49,131,45
559,Male,37,88,74
560,Male,61,57,33
561,Male,68,28,52
562,Male,30,80,85
563,Male,48,39,66
564,Male,26,74,77
565,Male,27,115,21
566,Male,39,40,62
567,Male,39,76,41
568,Male,70,93,35
569,Male,29,37,21
570,Male,36,110,43
571,Male,27,113,24
572,Male,63,101,53
573,Male,49,32,25
574,Male,53,118,91
575,Male,47,66,67
576,Male,43,130,31
577,Male,67,117,75
578,Male,68,40,27
579,Male,42,54,77
580,Male,33,59,82
581,Male,32,70,50
582,Male,54,67,96
583,Male,68,97,82
584,Male,60,34,26
585,Male,34,78,28
586,Male,49,25,22
587,Male,48,142,37
588,Male,27,84,91
589,Male,54,141,96
590,Male,65,30,52
591,Male,60,55,85
592,Male,30,67,59
593,Male,34,141,63
594,Male,30,39,86
595,Male,32,135,89
596,Male,44,104,77
597,Male,33,38,89
598,Male,45,139,54
599,Male,43,137,28
600,Male,35,126,16
601,Male,62,140,29
602,Male,40,84,88
603,Male,34,129,13
604,Male,40,121,28
605,Male,50,111,81
606,Male,31,34,45
607,Male,32,94,65
608,Male,69,79,88
609,Male,28,135,51
610,Male,60,121,46
611,Male,44,106,70
612,Male,54,113,49
613,Male,57,59,90
614,Male,65,119,66
615,Male,27,102,85
616,Male,32,136,12
617,Male,28,81,17
618,Male,63,83,67
619,Male,41,133,78
620,Male,59,65,61
621,Male,69,82,51
622,Male,65,71,53
623,Male,50,129,85
624,Male,30,100,15
625,Male,25,32,71
626,Male,32,104,39
627,Male,37,102,20
628,Male,32,45,66
629,Male,66,119,47
630,Male,28,52,17
631,Male,66,90,60
632,Male,53,71,82
633,Male,58,142,54
634,Male,51,62,42
635,Male,61,121,92
636,Male,53,84,72
637,Male,42,53,31
638,Male,63,94,51
639,Male,37,85,83
640,Male,40,145,64
641,Male,60,34,87
642,Male,70,50,10
643,Male,37,33,84
644,Male,47,127,52
645,Male,64,58,36
646,Male,52,101,88
647,Male,28,113,97
648,Male,69,112,80
649,Male,39,81,31
650,Male,41,85,26
651,Male,44,106,41
652,Male,29,108,19
653,Male,53,81,93
654,Male,35,44,86
655,Male,41,130,15
656,Male,64,90,45
657,Male,51,70,82
658,Male,33,43,59
659,Male,35,118,41
660,Male,39,34,91
661,Male,45,48,58
662,Male,31,77,18
663,Male,25,118,14
664,Male,37,102,69
665,Male,37,92,45
666,Male,58,54,85
667,Male,59,107,37
668,Male,32,141,44
669,Male,25,62,71
670,Male,30,64,19
671,Male,50,129,88
672,Male,70,41,92
673,Male,46,37,41
674,Male,53,58,97
675,Male,26,102,29
676,Male,57,92,86
677,Male,51,36,57
678,Male,47,101,65
679,Male,26,80,33
680,Male,60,87,64
681,Male,58,35,92
682,Male,42,129,84
683,Male,41,67,42
684,Male,30,41,53
685,Male,31,31,49
686,Male,67,73,33
687,Male,33,31,90
688,Male,32,69,15
689,Male,37,138,100
690,Male,45,145,97
691,Male,59,29,78
692,Male,26,44,25
693,Male,37,84,10
694,Male,54,53,23
695,Male,38,76,78
696,Male,55,43,23
697,Male,29,116,43
698,Male,40,53,97
699,Male,53,50,17
700,Male,56,54,25
701,Male,49,145,13
702,Male,44,100,35
703,Male,35,54,82
704,Male,44,94,72
705,Male,42,67,34
706,Male,28,130,52
707,Male,53,94,97
708,Male,28,73,96
709,Male,56,85,55
710,Male,48,44,60
711,Male,31,88,47
712,Male,32,58,29
713,Male,38,107,66
714,Male,69,47,14
715,Male,32,76,51
716,Male,43,78,58
717,Male,67,142,55
718,Male,33,137,47
719,Male,30,98,79
720,Male,62,120,52
721,Male,29,80,61
722,Male,50,122,91
723,Male,65,124,44
724,Male,37,45,47
725,Male,58,51,24
726,Male,45,106,100
727,Male,61,68,75
728,Male,31,122,80
729,Male,63,58,88
730,Male,63,105,75
731,Male,68,103,74
732,Male,65,144,44
733,Male,40,93,41
734,Male,50,39,76
735,Male,69,40,74
736,Male,40,58,25
737,Male,46,117,16
738,Male,28,69,32
739,Male,32,53,37
740,Male,44,135,84
741,Male,64,139,97
742,Male,36,69,70
743,Male,66,145,65
744,Male,29,130,10
745,Male,61,76,64
746,Male,66,62,90
747,Male,69,88,93
748,Male,52,130,59
749,Male,67,59,45
750,Male,33,36,42
751,Male,40,37,37
752,Male,47,64,97
753,Male,35,37,23
754,Male,41,127,39
755,Male,28,123,43
756,Male,53,110,10
757,Male,39,47,72
758,Male,28,42,16
759,Male,46,108,56
760,Male,52,56,91
761,Male,65,45,45
762,Male,64,119,35
763,Male,62,122,56
764,Male,48,51,11
765,Male,45,108,70
766,Male,28,119,20
767,Male,46,27,80
768,Male,45,101,66
769,Male,43,79,33
770,Male,38,142,74
771,Male,62,57,86
772,Male,51,78,61
773,Male,33,128,54
774,Male,42,67,62
775,Male,70,62,70
776,Male,47,80,55
777,Male,57,142,17
778,Male,32,140,66
779,Male,41,71,45
780,Male,37,76,17
781,Male,46,71,33
782,Male,48,116,65
783,Male,61,139,13
784,Male,50,108,59
785,Male,62,53,47
786,Male,62,37,51
787,Male,36,65,18
788,Male,63,29,53
789,Male,39,75,100
790,Male,64,45,72
791,Male,38,142,52
792,Male,68,40,20
793,Male,54,89,42
794,Male,32,52,65
795,Male,57,52,97
796,Male,60,31,48
797,Male,44,30,74
798,Male,51,36,99
799,Male,50,121,21
800,Male,39,141,50
801,Male,56,40,23
802,Male,54,128,34
803,Male,25,90,84
804,Male,37,134,26
805,Male,58,56,99
806,Male,58,50,81
807,Male,39,112,43
808,Male,26,51,73
809,Male,59,80,34
810,Male,56,135,44
811,Male,38,127,75
812,Male,46,120,53
813,Male,47,60,71
814,Male,60,89,73
815,Male,36,79,46
816,Male,42,72,93
817,Male,39,121,89
818,Male,63,133,48
819,Male,55,84,95
820,Male,36,66,80
821,Male,62,33,89
822,Male,33,27,49
823,Male,64,109,82
824,Male,53,72,23
825,Male,33,31,60
826,Male,33,30,76
827,Male,36,33,42
828,Male,28,101,81
829,Male,65,111,20
830,Male,31,144,54
831,Female,69,121,22
832,Female,46,55,63
833,Female,55,68,49
834,Female,26,54,68
835,Female,31,67,17
836,Female,65,143,57
837,Female,37,56,90
838,Female,30,123,52
839,Female,54,40,30
840,Female,36,119,44
841,Female,50,41,99
842,Female,42,52,97
843,Female,35,97,69
844,Female,61,98,69
845,Female,62,95,10
846,Female,56,121,73
847,Female,68,128,87
848,Female,28,47,82
849,Female,68,99,68
850,Female,57,145,44
851,Female,50,113,22
852,Female,25,62,92
853,Female,27,63,50
854,Female,49,55,98
855,Female,55,139,27
856,Female,26,94,75
857,Female,56,38,22
858,Female,64,137,12
859,Female,44,142,33
860,Female,47,112,84
861,Female,58,89,85
862,Female,39,72,59
863,Female,39,144,13
864,Female,30,28,62
865,Female,63,91,43
866,Female,51,59,86
867,Male,28,103,95
868,Male,40,58,99
869,Male,37,107,62
870,Male,68,142,17
871,Male,67,89,59
872,Male,60,138,96
873,Male,37,114,31
874,Male,45,105,94
875,Male,45,35,17
876,Male,27,63,87
877,Male,44,76,85
878,Male,66,31,81
879,Male,38,84,89
880,Male,36,31,55
881,Male,26,91,63
882,Male,68,135,56
883,Male,42,137,83
884,Male,47,94,52
885,Male,68,130,100
886,Male,59,77,78
887,Male,49,143,61
888,Male,31,140,13
889,Male,68,76,15
890,Male,57,111,79
891,Male,65,111,64
892,Male,31,71,72
893,Male,39,51,26
894,Male,37,139,70
895,Male,46,49,12
896,Male,25,99,96
897,Male,33,120,25
898,Male,43,43,36
899,Male,62,103,82
900,Male,49,84,58
901,Male,44,124,70
902,Male,29,94,36
903,Male,63,140,82
904,Male,58,102,62
905,Male,53,34,36
906,Male,38,53,57
907,Male,55,59,90
908,Male,69,111,13
909,Male,27,127,16
910,Male,34,131,58
911,Male,64,31,71
912,Male,48,119,14
913,Male,46,103,25
914,Male,49,129,75
915,Male,65,73,39
916,Male,38,128,32
917,Male,56,59,59
918,Male,35,116,63
919,Male,33,83,75
920,Male,29,105,100
921,Male,60,127,50
922,Male,45,92,85
923,Male,61,95,91
924,Male,52,65,48
925,Male,28,35,76
926,Male,36,135,28
927,Male,41,106,26
928,Male,37,58,55
929,Male,26,69,47
930,Male,42,95,49
931,Male,64,53,32
932,Male,25,136,34
933,Male,33,70,37
934,Male,27,121,31
935,Male,26,30,97
936,Male,52,55,23
937,Male,59,43,50
938,Male,61,142,38
939,Male,59,55,53
940,Male,33,54,43
941,Male,55,61,55
942,Male,61,45,81
943,Male,34,25,36
944,Male,41,119,71
945,Male,60,79,92
946,Male,49,84,77
947,Male,53,98,18
948,Male,54,115,62
949,Male,66,80,57
950,Male,68,47,34
951,Male,49,127,38
952,Male,57,70,72
953,Male,27,55,83
954,Male,41,144,59
955,Male,52,133,22
956,Male,66,26,61
957,Male,49,131,16
958,Male,62,37,29
959,Male,42,96,71
960,Male,32,101,53
961,Male,61,66,38
962,Male,66,97,66
963,Female,42,52,72
964,Female,42,83,55
965,Female,68,123,64
966,Female,30,140,91
967,Female,37,107,58
968,Female,28,51,20
969,Female,63,103,79
970,Female,31,56,83
971,Female,62,113,47
972,Female,67,108,90
973,Female,39,68,79
974,Female,31,121,35
975,Female,45,132,39
976,Female,37,133,92
977,Female,28,145,45
978,Female,39,124,32
979,Female,40,142,49
980,Female,53,130,100
981,Female,42,49,61
982,Female,44,100,45
983,Female,34,52,25
984,Female,67,139,73
985,Female,64,63,67
986,Female,45,96,24
987,Female,48,131,11
988,Female,39,73,63
989,Female,36,60,74
990,Female,46,78,97
991,Female,63,136,83
992,Female,62,66,20
993,Female,66,68,37
994,Female,59,143,36
995,Female,38,43,38
996,Female,63,89,59
997,Female,39,33,97
998,Female,29,39,90
999,Female,54,107,71
1000,Female,38,119,58
1001,Female,60,28,34
1002,Female,55,136,86
1003,Female,56,26,74
1004,Female,44,116,31
1005,Female,29,38,81
1006,Female,28,32,100
1007,Female,64,86,97
1008,Female,57,43,35
1009,Female,29,28,22
1010,Female,53,142,28
1011,Female,50,56,42
1012,Female,68,119,37
1013,Female,53,65,98
1014,Female,27,93,50
1015,Female,68,74,19
1016,Female,43,96,67
1017,Female,43,29,34
1018,Female,56,95,90
1019,Female,54,145,45
1020,Female,58,78,64
1021,Female,44,137,53
1022,Female,52,104,50
1023,Female,37,51,90
1024,Female,62,116,30
1025,Female,40,64,30
1026,Female,28,122,50
1027,Female,37,62,36
1028,Female,43,49,83
1029,Female,41,52,75
1030,Female,28,102,54
1031,Female,26,101,19
1032,Female,51,139,99
1033,Female,36,62,32
1034,Female,61,62,68
1035,Female,45,65,79
1036,Female,67,29,19
1037,Female,66,98,63
1038,Female,41,88,50
1039,Female,58,96,81
1040,Female,67,61,52
1041,Female,62,92,82
1042,Female,63,116,51
1043,Female,49,133,43
1044,Female,42,25,65
1045,Female,30,71,46
1046,Female,53,76,54
1047,Female,56,93,17
1048,Female,36,25,94
1049,Female,25,92,74
1050,Female,51,123,75
1051,Female,60,107,70
1052,Female,46,64,82
1053,Female,61,127,60
1054,Female,52,57,31
1055,Female,44,96,79
1056,Female,31,75,16
1057,Female,28,70,22
1058,Female,58,52,50
1059,Female,67,88,53
1060,Female,55,100,32
1061,Female,44,114,72
1062,Female,51,117,58
1063,Female,31,59,42
1064,Female,35,87,20
1065,Female,65,128,81
1066,Female,31,107,99
1067,Female,60,59,55
1068,Female,28,112,66
1069,Female,52,101,31
1070,Female,66,67,26
1071,Female,50,88,98
1072,Female,31,102,100
1073,Female,29,143,39
1074,Female,60,125,48
1075,Female,34,33,87
1076,Female,62,92,41
1077,Female,57,138,76
1078,Female,54,126,95
1079,Female,55,82,78
1080,Female,38,48,61
1081,Female,36,139,97
1082,Female,40,126,36
1083,Female,66,126,47
1084,Female,63,125,42
1085,Female,38,47,60
1086,Female,69,116,31
1087,Female,53,102,71
1088,Female,37,126,17
1089,Female,68,96,83
1090,Female,61,68,54
1091,Female,27,134,40
1092,Female,51,89,74
1093,Female,50,95,92
1094,Female,29,65,13
1095,Female,70,73,64
1096,Female,59,114,89
1097,Female,66,53,65
1098,Female,64,96,15
1099,Female,49,68,55
1100,Female,53,47,26
1101,Female,31,47,34
1102,Female,51,132,45
1103,Female,50,90,60
1104,Female,46,117,80
1105,Female,43,103,32
1106,Female,59,107,52
1107,Female,39,117,64
1108,Female,60,50,28
1109,Female,63,66,77
1110,Female,60,131,19
1111,Female,29,141,75
1112,Female,70,81,77
1113,Female,34,102,68
1114,Female,42,123,78
1115,Female,58,84,24
1116,Female,65,41,63
1117,Female,51,28,61
1118,Female,26,73,66
1119,Female,40,144,68
1120,Female,33,85,75
1121,Female,25,40,33
1122,Female,42,106,89
1123,Female,46,40,15
1124,Female,68,41,66
1125,Female,34,103,96
1126,Female,41,41,29
1127,Female,61,54,13
1128,Female,59,28,90
1129,Female,66,55,18
1130,Female,46,92,34
1131,Female,33,71,46
1132,Female,52,90,16
1133,Female,62,35,73
1134,Female,68,68,35
1135,Female,51,138,72
1136,Female,51,60,31
1137,Female,69,26,31
1138,Female,37,58,75
1139,Female,30,106,13
1140,Female,44,112,37
1141,Female,49,118,98
1142,Female,41,49,62
1143,Female,26,92,74
1144,Female,27,62,40
1145,Female,62,141,91
1146,Female,43,61,85
1147,Female,41,40,42
1148,Female,64,61,82
1149,Female,69,145,30
1150,Female,69,59,20
1151,Female,31,83,27
1152,Female,39,121,90
1153,Female,29,26,19
1154,Male,52,123,16
1155,Female,69,57,92
1156,Male,53,140,11
1157,Female,61,112,16
1158,Male,66,120,56
1159,Female,53,145,23
1160,Female,28,114,24
1161,Male,46,37,100
1162,Male,68,38,39
1163,Male,69,28,39
1164,Male,35,114,97
1165,Male,62,114,17
1166,Male,49,33,47
1167,Male,30,34,38
1168,Male,57,126,94
1169,Female,63,112,14
1170,Female,41,67,76
1171,Female,52,138,85
1172,Female,65,97,19
1173,Female,39,116,82
1174,Female,46,45,47
1175,Female,50,70,69
1176,Female,57,74,46
1177,Female,68,144,62
1178,Female,55,55,82
1179,Female,52,72,98
1180,Female,40,110,45
1181,Female,54,89,55
1182,Female,48,45,15
1183,Female,36,137,84
1184,Female,69,71,71
1185,Male,26,54,82
1186,Male,40,50,92
1187,Male,70,101,24
1188,Male,26,75,15
1189,Male,45,38,63
1190,Male,63,123,20
1191,Male,44,47,85
1192,Male,61,65,63
1193,Male,34,95,56
1194,Male,38,76,71
1195,Male,35,89,23
1196,Male,35,72,47
1197,Female,64,109,72
1198,Male,67,87,25
1199,Male,45,87,95
1200,Male,37,129,39
1201,Male,61,127,25
1202,Male,45,81,59
1203,Male,40,87,65
1204,Male,41,30,37
1205,Male,44,101,91
1206,Male,62,43,68
1207,Male,69,82,14
1208,Male,60,121,95
1209,Male,38,67,57
1210,Male,69,72,67
1211,Male,39,44,10
1212,Male,47,25,62
1213,Male,54,123,96
1214,Male,36,83,58
1215,Male,68,25,16
1216,Male,35,78,22
1217,Male,69,131,70
1218,Male,47,128,64
1219,Male,44,144,60
1220,Male,68,28,75
1221,Male,41,133,94
1222,Male,67,59,55
1223,Male,57,103,64
1224,Male,54,115,18
1225,Male,52,120,43
1226,Male,44,39,90
1227,Male,50,25,80
1228,Male,58,84,34
1229,Male,58,44,95
1230,Male,39,35,85
1231,Male,28,67,22
1232,Male,46,53,75
1233,Male,63,43,58
1234,Male,37,50,57
1235,Male,63,120,86
1236,Male,36,76,53
1237,Male,62,92,52
1238,Male,44,112,41
1239,Male,63,139,74
1240,Male,37,66,75
1241,Male,37,76,35
1242,Male,28,29,47
1243,Male,65,135,36
1244,Male,37,90,58
